date,open,high,low,close,adj close,volume
2020-12-30,3736.189941,3744.629883,3730.209961,3732.040039,3732.040039,3145200000
2020-12-31,3733.270020,3760.199951,3726.879883,3756.070068,3756.070068,3172510000
2021-01-04,3764.610107,3769.989990,3662.709961,3700.649902,3700.649902,5006680000
2021-01-05,3698.020020,3737.830078,3695.070068,3726.860107,3726.860107,4582620000
2021-01-06,3712.199951,3783.040039,3705.340088,3748.139893,3748.139893,6049970000
2021-01-07,3764.709961,3811.550049,3764.709961,3803.790039,3803.790039,5080870000
2021-01-08,3815.050049,3826.689941,3783.600098,3824.679932,3824.679932,4764180000
2021-01-11,3803.139893,3817.860107,3789.020020,3799.610107,3799.610107,4450500000
2021-01-12,3801.620117,3810.780029,3776.510010,3801.189941,3801.189941,4977210000
2021-01-13,3802.229980,3820.959961,3791.500000,3809.840088,3809.840088,4590420000
2021-01-14,3814.979980,3823.600098,3792.860107,3795.540039,3795.540039,5180140000
2021-01-15,3788.729980,3788.729980,3749.620117,3768.250000,3768.250000,5353060000
